Link,Date,Name,Opponent,F1_Win,F1_Draw,Result_clean,EndRound
http://www.ufcstats.com/fighter-details/002ca196477ce572,2020-02-29,Gabriel Silva,Kyler Phillips,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/002ca196477ce572,2019-07-20,Gabriel Silva,Ray Borg,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/003d82fa384ca1d0,2021-03-06,Aalon Cruz,Uros Medic,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/003d82fa384ca1d0,2020-02-29,Aalon Cruz,Spike Carlyle,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/0052de90691d4a93,2020-07-18,Davi Ramos,Arman Tsarukyan,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0052de90691d4a93,2019-09-07,Davi Ramos,Islam Makhachev,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0052de90691d4a93,2019-05-18,Davi Ramos,Austin Hubbard,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0052de90691d4a93,2018-11-10,Davi Ramos,John Gunther,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/0052de90691d4a93,2018-05-12,Davi Ramos,Nick Hein,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/008dc37cca279def,2011-03-26,Sean McCorkle,Christian Morecraft,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/008dc37cca279def,2010-12-11,Sean McCorkle,Stefan Struve,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/008dc37cca279def,2010-09-25,Sean McCorkle,Mark Hunt,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/008ea710276c9606,2022-06-04,Jeff Molina,Zhalgas Zhumagulov,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/008ea710276c9606,2021-10-23,Jeff Molina,Daniel Da Silva,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/008ea710276c9606,2021-04-24,Jeff Molina,Aoriqileng,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/009341ed974bad72,2022-06-11,Jiri Prochazka,Glover Teixeira,TRUE,FALSE,Submission,5
http://www.ufcstats.com/fighter-details/009341ed974bad72,2021-05-01,Jiri Prochazka,Dominick Reyes,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/009341ed974bad72,2020-07-11,Jiri Prochazka,Volkan Oezdemir,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/009c4420727149ea,2022-02-12,AJ Dobson,Jacob Malkoun,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21,2016-09-24,Glaico Franca Moreira,Gregor Gillespie,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21,2016-04-23,Glaico Franca Moreira,James Vick,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/00a3ff40c4b2cf21,2015-08-01,Glaico Franca Moreira,Fernando Bruno,TRUE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,2015-05-09,Dylan Andrews,Brad Scott,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,2014-11-07,Dylan Andrews,Sam Alvey,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,2013-12-06,Dylan Andrews,Clint Hester,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,2013-08-28,Dylan Andrews,Papy Abedi,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/00debc804e2b1cd4,2013-04-13,Dylan Andrews,Jimmy Quinlan,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,2019-07-06,Luke Rockhold,Jan Blachowicz,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,2018-02-10,Luke Rockhold,Yoel Romero,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,2017-09-16,Luke Rockhold,David Branch,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,2016-06-04,Luke Rockhold,Michael Bisping,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,2015-12-12,Luke Rockhold,Chris Weidman,TRUE,FALSE,Knockout,4
http://www.ufcstats.com/fighter-details/010986ee359fb863,2010-08-28,John Salter,Dan Miller,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/010986ee359fb863,2010-05-08,John Salter,Jason MacDonald,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/010986ee359fb863,2010-01-11,John Salter,Gerald Harris,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/0112352cb32f5026,2022-03-26,Denis Tiuliulin,Aliaskhab Khizriev,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/013da757877044a2,2010-05-29,Joe Brammer,Aaron Riley,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/013da757877044a2,2009-12-05,Joe Brammer,Mark Bocek,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/016a8d958883167c,2022-04-30,Gina Mazany,Shanna Young,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/016a8d958883167c,2021-05-15,Gina Mazany,Priscila Cachoeira,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/016a8d958883167c,2020-11-28,Gina Mazany,Rachael Ostovich,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/016a8d958883167c,2020-06-13,Gina Mazany,Julia Avila,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/016a8d958883167c,2019-03-02,Gina Mazany,Macy Chiasson,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/01784fbc27c68b14,2020-11-28,Rachael Ostovich,Gina Mazany,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/01784fbc27c68b14,2019-01-19,Rachael Ostovich,Paige VanZant,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/01784fbc27c68b14,2018-07-06,Rachael Ostovich,Montana De La Rosa,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/01784fbc27c68b14,2017-12-01,Rachael Ostovich,Karine Gevorgyan,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/01afe0916a40c7c5,2022-06-25,Shavkat Rakhmonov,Neil Magny,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/01afe0916a40c7c5,2022-02-05,Shavkat Rakhmonov,Carlston Harris,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/01afe0916a40c7c5,2021-06-26,Shavkat Rakhmonov,Michel Prazeres,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/01afe0916a40c7c5,2020-10-24,Shavkat Rakhmonov,Alex Oliveira,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,2022-07-09,Chase Sherman,Jared Vanderaa,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,2022-04-30,Chase Sherman,Alexander Romanov,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,2022-01-15,Chase Sherman,Jake Collier,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,2021-08-21,Chase Sherman,Parker Porter,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/01b352b6a9074d5c,2021-04-17,Chase Sherman,Andrei Arlovski,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/01b39decaf0abf6a,2002-09-27,Benji Radach,Sean Sherk,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/01b39decaf0abf6a,2002-06-22,Benji Radach,Nick Serra,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/01d2ed8c502e3828,2013-02-23,Caros Fodor,Sam Stout,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/01daf32100ed7517,2005-06-04,Koji Oishi,Nick Diaz,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/01daf32100ed7517,2000-04-14,Koji Oishi,Laverne Clark,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/01f022fa494188e2,2010-06-19,Josh Bryant,Kyle Noke,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/01fcef7e3d051722,2018-05-19,Henry Briones,Frankie Saenz,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/01fcef7e3d051722,2017-08-05,Henry Briones,Rani Yahya,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/01fcef7e3d051722,2016-11-05,Henry Briones,Douglas Silva de Andrade,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/01fcef7e3d051722,2015-07-11,Henry Briones,Cody Garbrandt,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/01fcef7e3d051722,2014-11-15,Henry Briones,Guido Cannetti,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/01fed6f61ebea01f,2022-02-19,Jay Perrin,Mario Bautista,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,2022-06-18,Adrian Yanez,Tony Kelley,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,2021-11-20,Adrian Yanez,Davey Grant,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,2021-07-24,Adrian Yanez,Randy Costa,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,2021-03-20,Adrian Yanez,Gustavo Lopez,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/0232cabbc30a2372,2020-10-31,Adrian Yanez,Victor Rodriguez,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/02500fb9fd79a974,2011-08-14,Jason Reinhardt,Edwin Figueroa,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/02500fb9fd79a974,2011-02-26,Jason Reinhardt,Zhang Tiequan,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/02500fb9fd79a974,2007-11-17,Jason Reinhardt,Joe Lauzon,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/025f0b1b58fbad01,2020-01-25,Darko Stosic,Jamahal Hill,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/025f0b1b58fbad01,2019-08-03,Darko Stosic,Kennedy Nzechukwu,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/025f0b1b58fbad01,2019-06-01,Darko Stosic,Devin Clark,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/025f0b1b58fbad01,2018-07-22,Darko Stosic,Jeremy Kimball,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/029880cdbf5ca089,2010-09-25,Sean Sherk,Evan Dunham,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/029880cdbf5ca089,2009-05-23,Sean Sherk,Frankie Edgar,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/029880cdbf5ca089,2008-10-25,Sean Sherk,Tyson Griffin,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/029880cdbf5ca089,2008-05-24,Sean Sherk,BJ Penn,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/029880cdbf5ca089,2007-07-07,Sean Sherk,Hermes Franca,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/029afd138865d20a,2022-07-30,Rafael Alves,Drew Dober,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/029afd138865d20a,2021-11-13,Rafael Alves,Marc Diakiese,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/029afd138865d20a,2021-05-22,Rafael Alves,Damir Ismagulov,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/029e1293e609fd74,2021-03-27,Abubakar Nurmagomedov,Jared Gooden,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/029e1293e609fd74,2019-11-09,Abubakar Nurmagomedov,David Zawada,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,2021-12-11,Dustin Poirier,Charles Oliveira,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,2021-07-10,Dustin Poirier,Conor McGregor,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,2021-01-23,Dustin Poirier,Conor McGregor,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,2020-06-27,Dustin Poirier,Dan Hooker,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0,2019-09-07,Dustin Poirier,Khabib Nurmagomedov,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/02d276b7d62b3472,1995-07-14,Rudyard Moncayo,Patrick Smith,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/02e52b3a595f0786,2005-11-19,Kevin Jordan,Gabriel Gonzaga,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/02e52b3a595f0786,2005-06-04,Kevin Jordan,Paul Buentello,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,2018-10-27,Artem Lobov,Michael Johnson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,2017-10-21,Artem Lobov,Andre Fili,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,2017-04-22,Artem Lobov,Cub Swanson,FALSE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,2016-11-19,Artem Lobov,Teruto Ishihara,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/02f2a9702ba3d167,2016-08-20,Artem Lobov,Chris Avila,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/02f8fedc18cbd26c,2022-07-16,Emily Ducote,Jessica Penne,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/02fc8f50f56eb307,1995-12-16,Trent Jenkins,Mark Hall,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/02fc8f50f56eb307,1993-11-12,Trent Jenkins,Jason DeLucia,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/030f08370fd1c2bb,2005-11-05,Kerry Schall,Keith Jardine,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/032cc3922d871c7f,2020-10-24,Khabib Nurmagomedov,Justin Gaethje,TRUE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/032cc3922d871c7f,2019-09-07,Khabib Nurmagomedov,Dustin Poirier,TRUE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/032cc3922d871c7f,2018-10-06,Khabib Nurmagomedov,Conor McGregor,TRUE,FALSE,Submission,4
http://www.ufcstats.com/fighter-details/032cc3922d871c7f,2018-04-07,Khabib Nurmagomedov,Al Iaquinta,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/032cc3922d871c7f,2017-12-30,Khabib Nurmagomedov,Edson Barboza,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0359313549d230a1,2009-03-07,Pete Sell,Matt Brown,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/0359313549d230a1,2008-10-25,Pete Sell,Joshua Burkman,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0359313549d230a1,2007-09-19,Pete Sell,Nate Quarry,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/0359313549d230a1,2007-04-07,Pete Sell,Thales Leites,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0359313549d230a1,2006-11-11,Pete Sell,Scott Smith,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1,1999-05-07,Bas Rutten,Kevin Randleman,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/03688dc3c3af3ac1,1999-01-08,Bas Rutten,Tsuyoshi Kohsaka,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/03c9994c5b8958ec,2013-05-18,John Cholish,Gleison Tibau,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/03c9994c5b8958ec,2012-05-05,John Cholish,Danny Castillo,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/03c9994c5b8958ec,2011-12-10,John Cholish,Mitch Clarke,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/03f982ca3735070c,2021-06-05,Walt Harris,Marcin Tybura,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/03f982ca3735070c,2020-10-24,Walt Harris,Alexander Volkov,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/03f982ca3735070c,2020-05-16,Walt Harris,Alistair Overeem,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/03f982ca3735070c,2019-07-20,Walt Harris,Aleksei Oleinik,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/03f982ca3735070c,2019-05-04,Walt Harris,Serghei Spivac,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/040426baba8a45e8,2000-06-09,Nate Schroeder,Ian Freeman,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,2022-03-19,Arnold Allen,Dan Hooker,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,2021-04-10,Arnold Allen,Sodiq Yusuff,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,2020-01-25,Arnold Allen,Nik Lentz,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,2019-07-06,Arnold Allen,Gilbert Melendez,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/040a74bb0a465c54,2019-03-16,Arnold Allen,Jordan Rinaldi,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,2020-10-31,Jack Marshman,Sean Strickland,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,2019-07-06,Jack Marshman,Edmen Shahbazyan,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,2019-03-16,Jack Marshman,John Phillips,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,2018-11-03,Jack Marshman,Karl Roberson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/045f25b3a4c08e81,2017-10-28,Jack Marshman,Antonio Carlos Junior,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,2009-08-29,Marcus Aurelio,Evan Dunham,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,2008-10-25,Marcus Aurelio,Hermes Franca,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,2008-07-05,Marcus Aurelio,Tyson Griffin,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,2008-04-02,Marcus Aurelio,Ryan Roberts,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/04643fd03d9159cc,2007-11-17,Marcus Aurelio,Luke Caudillo,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,2021-11-13,Collin Anglin,Sean Woodson,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,2021-07-31,Collin Anglin,Melsik Baghdasaryan,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04835018f90b118c,2022-02-12,Casey O'Neill,Roxanne Modafferi,TRUE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/04835018f90b118c,2021-10-02,Casey O'Neill,Antonina Shevchenko,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04835018f90b118c,2021-06-19,Casey O'Neill,Lara Procopio,TRUE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/04835018f90b118c,2021-02-20,Casey O'Neill,Shana Dobson,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/049d698d773eb3e1,2009-04-01,Matt Horwich,Ricardo Almeida,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/049d698d773eb3e1,2008-10-25,Matt Horwich,Dan Miller,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,2017-12-16,Oluwale Bamgbose,Alessio Di Chirico,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,2017-06-03,Oluwale Bamgbose,Paulo Costa,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,2016-04-16,Oluwale Bamgbose,Cezar Ferreira,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,2016-02-21,Oluwale Bamgbose,Daniel Sarafian,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/04b39f4e8eb59d7c,2015-08-08,Oluwale Bamgbose,Uriah Hall,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab,2009-01-17,Nate Mohr,Dennis Siver,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab,2007-12-29,Nate Mohr,Manvel Gamburyan,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab,2007-06-12,Nate Mohr,Luke Caudillo,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab,2007-04-05,Nate Mohr,Kurt Pellegrino,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,2021-06-26,Tanner Boser,Ovince Saint Preux,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,2021-06-05,Tanner Boser,Ilir Latifi,FALSE,FALSE,Split Decision,3
http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,2020-11-07,Tanner Boser,Andrei Arlovski,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,2020-07-25,Tanner Boser,Raphael Pessoa,TRUE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/04c8b08b16a5b99e,2020-06-27,Tanner Boser,Philipe Lins,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,2008-11-15,Jorge Gurgel,Aaron Riley,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,2008-07-05,Jorge Gurgel,Cole Miller,FALSE,FALSE,Submission,3
http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,2008-03-01,Jorge Gurgel,John Halverson,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,2007-10-20,Jorge Gurgel,Alvin Robinson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04d5718ed2661e8c,2007-07-07,Jorge Gurgel,Diego Saraiva,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/04f9fe830cf13482,2003-09-26,Gerald Strebendt,Josh Thomson,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/052ceb8976695342,2010-03-21,Chase Gormley,Brendan Schaub,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/052ceb8976695342,2009-10-24,Chase Gormley,Stefan Struve,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/05339613bf8e9808,2022-04-30,Rob Font,Marlon Vera,FALSE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/05339613bf8e9808,2021-12-04,Rob Font,Jose Aldo,FALSE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/05339613bf8e9808,2021-05-22,Rob Font,Cody Garbrandt,TRUE,FALSE,Unanimous Decision,5
http://www.ufcstats.com/fighter-details/05339613bf8e9808,2020-12-19,Rob Font,Marlon Moraes,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/05339613bf8e9808,2019-12-07,Rob Font,Ricky Simon,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0541480fbf719d86,2009-12-05,Houston Alexander,Kevin Ferguson,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/0541480fbf719d86,2008-09-17,Houston Alexander,Eric Schafer,FALSE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/0541480fbf719d86,2008-04-02,Houston Alexander,James Irvin,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/0541480fbf719d86,2007-11-17,Houston Alexander,Thiago Silva,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/0541480fbf719d86,2007-09-08,Houston Alexander,Alessio Sakara,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/054defd5420a551f,2011-03-03,Rob Kimmons,Dongi Yang,FALSE,FALSE,Knockout,2
http://www.ufcstats.com/fighter-details/054defd5420a551f,2010-11-13,Rob Kimmons,Kyle Noke,FALSE,FALSE,Submission,2
http://www.ufcstats.com/fighter-details/054defd5420a551f,2010-08-01,Rob Kimmons,Steve Steinbeiss,TRUE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/054defd5420a551f,2009-10-24,Rob Kimmons,Jorge Rivera,FALSE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/054defd5420a551f,2009-04-01,Rob Kimmons,Joe Vedepo,TRUE,FALSE,Submission,1
http://www.ufcstats.com/fighter-details/05560764359161e4,2015-05-16,Constantinos Philippou,Gegard Mousasi,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/05560764359161e4,2014-05-10,Constantinos Philippou,Lorenz Larkin,TRUE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/05560764359161e4,2014-01-15,Constantinos Philippou,Luke Rockhold,FALSE,FALSE,Knockout,1
http://www.ufcstats.com/fighter-details/05560764359161e4,2013-09-21,Constantinos Philippou,Francis Carmont,FALSE,FALSE,Unanimous Decision,3
http://www.ufcstats.com/fighter-details/05560764359161e4,2012-12-29,Constantinos Philippou,Tim Boetsch,TRUE,FALSE,Knockout,3
http://www.ufcstats.com/fighter-details/056c493bbd76a918,2020-05-09,Henry Cejudo,Dominick Cruz,TRUE,FALSE,Knockout,2
